Name,quant_12,quant_11,quant_2,quant_3,quant_4,quant_10,quant_1
Pmin_ref_seq_1,0.0,2.71096,0.0,1.784836,0.381093,2.385599,1.195397
Pmin_ref_seq_2,2.346044,3.466815,0.0,1.067777,2.422696,0.0,0.0
Pmin_ref_seq_3,111.453124,54.396193,0.0,51.37451,78.460012,0.0,0.0
Pmin_ref_seq_4,1.51216,0.95012,1.438053,2.129299,1.146078,2.59817,2.039373
Pmin_ref_seq_5,13.327069,6.230405,5.128284,4.068919,6.459579,7.689364,0.0
Pmin_ref_seq_6,0.0,0.0,0.0,2.982689,4.994829,4.560406,0.0
Pmin_ref_seq_7,115.758301,101.287015,0.0,28.155724,125.777739,0.0,0.0
Pmin_ref_seq_8,3.860399,0.086867,0.705309,0.0,0.360473,0.940926,0.0
Pmin_ref_seq_9,3.406143,4.035498,0.0,0.58643,2.29101,0.0,0.0
Pmin_ref_seq_10,5.29565,7.131593,0.0,3.323952,4.185625,0.0,0.0
Pmin_ref_seq_11,1.959485,2.733315,0.0,7.589534,2.55395,0.0,0.0
Pmin_ref_seq_12,2584.558732,1889.91477,0.0,1592.076928,3253.84099,0.0,0.0
Pmin_ref_seq_13,3.072118,0.023402,0.0,0.352778,4.265445,0.0,0.0
Pmin_ref_seq_14,1.297467,1.853954,0.574585,3.057655,1.584843,2.460554,0.321983
Pmin_ref_seq_15,2.993792,1.135641,1.638003,2.899677,1.387252,3.445382,0.197775
Pmin_ref_seq_16,3.922445,0.0,0.0,0.727412,0.986046,0.0,0.0
Pmin_ref_seq_17,20.025024,29.607454,40.447934,4.611904,4.711623,36.414314,19.524254
Pmin_ref_seq_18,0.0,0.0,0.0,99.86887,6.193025,0.0,0.0
Pmin_ref_seq_19,4.296086,5.116674,0.371413,2.301353,2.870514,7.109804,0.766387
Pmin_ref_seq_20,1.020651,4.109182,0.0,4.242381,3.453468,0.0,0.0
Pmin_ref_seq_21,0.627249,8.896145,0.108423,5.672105,29.520302,0.978646,0.0
Pmin_ref_seq_22,3.934939,0.839497,0.0,1.341988,2.054451,0.0,0.0
Pmin_ref_seq_23,2.413777,0.195793,0.0,0.946179,1.707818,0.0,0.0
Pmin_ref_seq_24,1.722831,1.09628,0.0,0.683866,4.137603,0.0,0.0
Pmin_ref_seq_25,3.455169,2.923187,4.242773,5.152703,2.488473,5.33211,6.11487
Pmin_ref_seq_26,23.411213,17.33735,0.0,22.096282,16.42407,37.502435,0.0
Pmin_ref_seq_27,167.037356,114.756115,0.0,86.368594,119.345411,0.0,0.0
Pmin_ref_seq_28,5.33143,0.0,0.0,1.329786,1.066961,0.0,0.0
Pmin_ref_seq_29,1.458303,0.840194,1.669069,2.262119,1.193685,4.458192,2.487651
Pmin_ref_seq_30,0.843656,0.924867,2.110724,1.026649,0.561099,1.325748,2.580216
Pmin_ref_seq_31,1.324989,0.763786,3.007684,1.053582,0.94554,1.527301,0.0
Pmin_ref_seq_32,13.362899,7.030844,0.0,3.930269,10.500125,0.0,0.0
Pmin_ref_seq_33,5.087278,9.622432,0.0,2.421737,3.871031,0.0,0.0
Pmin_ref_seq_34,11.623504,11.601545,3.361599,18.071628,10.717365,18.721141,2.398189
Pmin_ref_seq_35,3.277298,0.0,0.0,1.164191,1.140666,0.0,0.0
Pmin_ref_seq_36,549.995518,147.470928,0.0,77.139886,575.562893,0.0,0.0
Pmin_ref_seq_37,3.796955,2.141927,0.0,2.684559,2.243033,0.0,0.0
Pmin_ref_seq_38,0.732054,0.323816,0.0,0.069674,3.388996,0.0,0.0
Pmin_ref_seq_39,0.751555,26.397383,0.0,0.086285,0.284137,0.020861,0.0
Pmin_ref_seq_40,0.894092,0.707762,0.080227,1.046589,0.752605,4.486289,0.24462
Pmin_ref_seq_41,0.0,25.418582,0.0,0.087977,0.140456,5.221472,0.0
Pmin_ref_seq_42,0.369658,6.044015,0.956378,3.789192,1.295545,7.924497,0.206538
Pmin_ref_seq_43,18.941932,4.753422,0.0,1.723308,7.383494,0.0,0.0
Pmin_ref_seq_44,0.83643,1.108839,0.10037,4.177659,0.952978,2.005946,0.699978
Pmin_ref_seq_45,3.679698,3.765701,0.0,3.810137,3.347108,0.0,0.0
Pmin_ref_seq_46,5.757188,4.663573,0.0,3.27038,4.395163,0.0,0.0
Pmin_ref_seq_47,7.137787,2.961773,1.718316,5.782634,4.052302,6.036531,5.508304
Pmin_ref_seq_48,2.897015,0.742019,0.0,0.714726,2.857878,0.0,0.0
Pmin_ref_seq_49,3.720882,6.569515,0.0,1.369854,1.947965,0.0,0.0
Pmin_ref_seq_50,4.675997,3.080856,0.0,3.005319,3.809947,0.0,0.0
Pmin_ref_seq_51,6.103622,2.497794,0.0,1.902943,2.798463,0.0,0.0
Pmin_ref_seq_52,349.344002,285.324535,0.224001,155.521865,295.81926,728.468787,0.741531
Pmin_ref_seq_53,10.414513,1.894115,0.0,4.471068,16.686945,0.0,0.0
Pmin_ref_seq_54,6.507022,12.508362,1.172916,2.69784,0.582063,58.91915,0.097714
Pmin_ref_seq_55,1.788391,1.944583,0.0,2.82947,5.905956,0.0,0.0
Pmin_ref_seq_56,0.614259,1.612269,3.771617,0.430098,0.254192,1.751468,2.592408
Pmin_ref_seq_57,45.872557,0.812943,0.0,15.212117,18.145438,0.0,0.0
Pmin_ref_seq_58,2.939024,3.249035,0.0,0.545297,1.369402,0.0,0.0
Pmin_ref_seq_59,1.918544,1.318423,1.37285,2.194427,1.664007,3.018406,1.107425
Pmin_ref_seq_60,2.500876,2.306239,0.894001,6.211207,2.966984,7.345728,1.685552
Pmin_ref_seq_61,32.16695,15.01464,5.956119,56.523245,42.408421,69.021694,268.492856
Pmin_ref_seq_62,6.671879,0.7576,0.0,0.418635,0.865506,0.0,0.0
Pmin_ref_seq_63,2.877297,3.821312,0.0,0.490709,1.761772,0.0,0.0
Pmin_ref_seq_64,4.77452,4.097631,6.425943,3.18606,14.093722,5.599678,0.667788
Pmin_ref_seq_65,5.920174,10.138369,0.0,4.284229,56.404252,0.0,0.0
Pmin_ref_seq_66,4.973213,3.315789,0.0,2.859193,2.837956,0.0,0.0
Pmin_ref_seq_67,45.145866,50.322454,72.967865,45.318358,22.416632,76.261647,60.460973
Pmin_ref_seq_68,1.759204,1.94596,1.376848,4.578883,1.870711,2.133239,2.748439
Pmin_ref_seq_69,4.390075,1.380763,0.0,6.634818,6.879295,0.0,0.0
Pmin_ref_seq_70,2.218912,0.0,0.798743,3.198917,1.672113,4.771202,1.641753
Pmin_ref_seq_71,0.0,1.782643,0.0,3.631893,0.650854,6.15632,0.650237
Pmin_ref_seq_72,1.830691,1.735184,0.0,2.512084,7.513027,0.0,0.0
Pmin_ref_seq_73,0.910939,2.408142,1.870388,1.161925,2.686965,7.764525,3.469122
Pmin_ref_seq_74,0.300335,2.827454,0.0,1.948409,0.904716,0.0,0.0
Pmin_ref_seq_75,13.505437,12.773033,0.0,6.35986,9.57501,0.0,0.0
Pmin_ref_seq_76,29.128356,49.475116,79.1092,56.822922,25.484511,70.967418,18.539215
Pmin_ref_seq_77,3.527215,2.142231,0.0,1.74352,2.286796,0.0,0.0
Pmin_ref_seq_78,96.70655,14.601855,1.617097,19.345267,28.299487,44.032963,0.861072
Pmin_ref_seq_79,0.0,0.0,5.521317,0.0,0.0,0.0,5.910557
Pmin_ref_seq_80,1.836172,3.656456,3.501578,2.316069,2.097215,3.880681,0.941786
Pmin_ref_seq_81,0.066916,1.835387,0.0,2.759847,2.871578,0.0,0.0
Pmin_ref_seq_82,3.152047,1.900854,0.0,1.286517,3.660838,0.0,0.0
Pmin_ref_seq_83,7.101352,4.200719,0.0,3.656718,2.81391,0.0,0.0
Pmin_ref_seq_84,5.266883,5.530245,0.474226,8.961443,5.664265,8.074358,0.945844
Pmin_ref_seq_85,5.527457,4.472589,0.0,0.039406,0.442508,0.0,0.0
Pmin_ref_seq_86,0.509622,0.549355,0.0,3.519667,1.803467,0.164773,0.376623
Pmin_ref_seq_87,0.0,1.72069,0.0,9.883382,5.768019,0.0,0.0
Pmin_ref_seq_88,0.141115,0.02748,0.0,11.982176,0.07279,0.0,0.0
Pmin_ref_seq_89,6.895528,5.552138,0.0,5.220355,12.174304,0.0,0.0
Pmin_ref_seq_90,2.522684,2.31586,8.266605,4.953294,0.776111,3.689889,7.110961
Pmin_ref_seq_91,0.204232,0.0,1.213396,0.115282,0.333399,5.750958,1.105012
Pmin_ref_seq_92,5.354826,1.461477,0.0,1.03659,1.520491,0.0,0.0
Pmin_ref_seq_93,2.71046,0.39091,1.492021,4.582386,0.432552,2.888514,0.655003
Pmin_ref_seq_94,7.531249,5.046543,5.523353,9.11133,8.073817,16.980411,4.459807
Pmin_ref_seq_95,0.181632,0.559401,0.0,0.886019,4.766644,0.0,0.0
Pmin_ref_seq_96,6.004931,4.879486,0.0,4.144198,5.175494,0.0,0.0
Pmin_ref_seq_97,3.225111,2.094389,0.0,3.044991,3.739069,0.0,0.0
Pmin_ref_seq_98,813.388391,294.273035,0.0,92.27311,207.403398,0.0,0.0
Pmin_ref_seq_99,3.31283,2.40981,0.320901,0.097215,4.229316,2.279679,2.379849
Pmin_ref_seq_100,2.032102,0.280727,0.627581,5.735556,2.934816,6.15928,0.0
Pmin_ref_seq_101,2.206512,3.295392,1.527421,3.018468,1.880129,7.35049,0.811757
Pmin_ref_seq_102,100.344238,48.649854,0.0,169.410942,181.687868,0.0,0.0
Pmin_ref_seq_103,2.863357,3.947656,2.042417,6.947686,2.95623,28.213881,3.608209
Pmin_ref_seq_104,5.327067,5.793241,1.872623,5.154518,6.924804,3.610148,2.491025
Pmin_ref_seq_105,0.0,3.332635,0.0,3.591633,1.905507,0.0,0.0
Pmin_ref_seq_106,0.857164,0.0,2.849362,1.597469,2.397407,3.356308,0.362683
Pmin_ref_seq_107,5.483363,0.32401,0.0,0.491227,16.899375,0.0,0.0
Pmin_ref_seq_108,3.398621,2.856539,1.186438,3.211962,1.88063,4.952238,1.72856
Pmin_ref_seq_109,1.346793,2.63359,0.669516,3.991113,2.1574,3.333914,1.359376
Pmin_ref_seq_110,18.099563,7.675923,0.0,58.161223,130.480782,0.0,0.0
Pmin_ref_seq_111,1.792278,7.544377,3.47516,2.908195,3.254873,3.106754,6.03404
Pmin_ref_seq_112,7.752065,1.481556,0.0,2.328301,7.467892,0.0,0.058773
Pmin_ref_seq_113,2.584619,2.104186,5.737083,4.11778,3.128878,11.522877,1.552455
Pmin_ref_seq_114,43.592442,68.275783,4.935541,15.93122,10.107422,50.537674,4.307969
Pmin_ref_seq_115,0.0,0.0,7.814751,0.044603,0.0,0.0,0.0
Pmin_ref_seq_116,3.67237,5.180997,0.988028,2.708982,1.40136,4.508655,0.668819
Pmin_ref_seq_117,7.676355,4.041779,0.0,1.981382,1.139627,0.0,0.0
Pmin_ref_seq_118,17.313963,4.576818,0.0,6.497239,5.294607,0.0,0.0
Pmin_ref_seq_119,8.421779,8.94013,0.0,3.097324,7.219031,0.0,0.0
Pmin_ref_seq_120,0.163083,0.071355,9.417246,0.229303,0.134411,0.0,0.864431
Pmin_ref_seq_121,0.0,4.834274,0.0,1.718802,4.906893,0.0,0.0
Pmin_ref_seq_122,6.898711,8.188343,44.049417,5.221518,1.408492,14.654471,50.670522
Pmin_ref_seq_123,0.55877,2.834232,1.34535,9.531559,2.779655,2.461327,2.390122
Pmin_ref_seq_124,16.25331,20.786433,12.443676,10.715064,7.771312,29.563253,10.833161
Pmin_ref_seq_125,182.761902,46.94681,0.0,70.863055,120.40367,0.0,0.0
Pmin_ref_seq_126,3.267054,1.570515,0.434173,9.19755,8.332358,3.531829,0.148619
Pmin_ref_seq_127,10.958218,9.164019,0.0,4.954883,8.019533,0.0,0.0
Pmin_ref_seq_128,1.684218,3.08806,0.0,2.573296,1.538571,3.522577,0.0
Pmin_ref_seq_129,0.264787,9.765564,0.0,11.656612,4.580657,14.509887,0.0
Pmin_ref_seq_130,3.59692,0.012432,0.0,3.955502,28.000648,0.0,0.0
Pmin_ref_seq_131,23.425979,20.028429,150.779195,14.526691,4.106937,6.043008,138.084663
Pmin_ref_seq_132,3.732234,6.926218,4.584726,6.591962,2.904052,6.351171,1.489108
Pmin_ref_seq_133,31.748208,19.300335,0.0,11.306315,20.867,0.0,0.0
Pmin_ref_seq_134,0.0,10.060464,0.0,0.265488,0.0,0.0,0.0
Pmin_ref_seq_135,9.401252,6.735134,0.0,5.254304,13.916238,0.0,0.0
Pmin_ref_seq_136,2.209454,0.478651,0.0,3.903449,4.313625,0.0,0.0
Pmin_ref_seq_137,33.376389,47.703653,0.0,36.419655,41.216104,0.0,0.0
Pmin_ref_seq_138,2.682124,0.884031,0.795452,5.060115,2.34815,4.612805,1.564693
Pmin_ref_seq_139,2.853443,58.457973,0.0,16.447828,46.995977,0.0,0.0
Pmin_ref_seq_140,281.680811,173.123891,0.0,202.581626,303.934513,0.0,0.0
Pmin_ref_seq_141,2.345658,0.0,0.0,0.175671,2.167727,0.0,0.0
Pmin_ref_seq_142,0.435997,0.298458,2.180966,0.563429,0.281901,2.105767,4.392977
Pmin_ref_seq_143,40.153793,16.338836,0.0,3.619181,15.535205,0.0,0.0
Pmin_ref_seq_144,17.353246,1.876248,0.0,7.773098,2.299164,0.0,0.0
Pmin_ref_seq_145,197.980958,1216.361309,174.777353,479.69641,296.589777,22.751096,416.902599
Pmin_ref_seq_146,0.254657,4.590226,13.352157,6.613413,2.745042,10.599093,11.733545
Pmin_ref_seq_147,0.522443,0.438739,0.0,2.711634,6.474274,0.0,0.0
Pmin_ref_seq_148,1.974312,1.930638,0.0,4.098677,3.053519,0.0,0.0
Pmin_ref_seq_149,0.510348,0.0,0.0,1.343195,0.10168,6.622499,0.0
Pmin_ref_seq_150,0.0,0.0,0.164574,0.73449,7.123521,7.641022,0.399932
Pmin_ref_seq_151,0.0,7.333046,0.0,1.67045,3.778646,0.0,0.0
Pmin_ref_seq_152,40.059905,21.04259,0.0,14.257691,20.474957,0.0,0.0
Pmin_ref_seq_153,6.740018,7.878736,0.708208,13.065263,4.781943,11.169624,0.532052
Pmin_ref_seq_154,15.876331,16.916842,6.969419,17.242918,15.131176,45.324808,4.925573
Pmin_ref_seq_155,0.0,0.047293,0.0,5.247851,0.0,0.024276,0.812959
Pmin_ref_seq_156,2.597601,3.302295,1.472497,3.484537,2.042457,4.121721,1.391396
Pmin_ref_seq_157,0.466818,1.462976,0.0,1.173824,0.515875,4.299303,0.088183
Pmin_ref_seq_158,1.502028,2.953519,0.564107,0.878742,0.707986,20.931149,0.505714
Pmin_ref_seq_159,1.405748,0.926433,9.180226,1.428514,1.196083,3.53019,1.068441
Pmin_ref_seq_160,0.950086,0.377047,0.0,0.08506,3.567127,0.0,0.0
Pmin_ref_seq_161,4.774447,2.997214,0.0,2.627991,3.930756,0.0,0.0
Pmin_ref_seq_162,2.178104,1.627658,6.267539,2.926243,1.05842,3.972213,4.097764
Pmin_ref_seq_163,1.938906,0.189398,0.0,1.057242,4.923472,0.0,0.0
Pmin_ref_seq_164,0.838953,0.655236,0.0,1.466022,0.615011,4.164177,0.162697
Pmin_ref_seq_165,1.373179,2.26698,0.0,1.743355,0.934631,6.208526,0.81099
Pmin_ref_seq_166,0.689069,0.569377,0.0,4.949117,6.273454,0.0,0.0
Pmin_ref_seq_167,4.105437,10.710801,0.0,4.612081,5.767419,0.0,0.0
Pmin_ref_seq_168,2.365005,1.312008,1.586171,2.065632,1.000662,4.776596,1.214414
Pmin_ref_seq_169,2.505673,2.29433,0.0,9.402152,14.2606,0.0,0.0
Pmin_ref_seq_170,2.215903,1.624724,0.0,1.483148,2.23395,0.0,0.0
Pmin_ref_seq_171,1398.594968,183.198214,0.0,420.565623,2019.172903,0.0,0.0
Pmin_ref_seq_172,1.896939,2.199731,0.121926,1.926817,1.586374,3.683115,0.09421
Pmin_ref_seq_173,1.694732,0.477567,0.878999,4.869195,2.37457,5.267365,1.323182
Pmin_ref_seq_174,20.207006,5.796302,0.0,3.239739,7.84081,6.602572,0.0
Pmin_ref_seq_175,1487.471409,892.701754,0.0,731.457812,896.60222,0.0,0.0
Pmin_ref_seq_176,1.703634,1.701052,1.735165,4.020884,1.620313,3.997193,1.050165
Pmin_ref_seq_177,6.099463,4.844537,9.913805,7.501356,4.916432,12.810486,10.534034
Pmin_ref_seq_178,161.057036,61.673241,0.0,114.96461,283.158406,0.0,0.0
Pmin_ref_seq_179,0.409346,0.0,0.465616,4.109293,2.672976,0.0,1.18346
Pmin_ref_seq_180,1.608882,1.931912,0.94025,2.92449,1.565774,2.343431,0.666754
Pmin_ref_seq_181,1.434692,2.950468,1.395508,2.696911,1.536442,2.04921,2.221717
Pmin_ref_seq_182,0.646837,0.008287,0.0,0.122611,2.113838,1.499971,6.809806
Pmin_ref_seq_183,1.907352,0.748546,0.465578,1.801558,0.641752,4.92661,0.84682
Pmin_ref_seq_184,2.237422,0.0,0.0,0.776716,1.971215,0.0,0.0
Pmin_ref_seq_185,2.032706,1.111098,0.0,1.590354,2.670069,0.0,0.0
Pmin_ref_seq_186,215.984762,274.574089,0.0,139.174287,107.914996,471.330659,0.0
Pmin_ref_seq_187,0.471623,8.009081,0.0,2.032932,6.900083,0.0,0.0
Pmin_ref_seq_188,1.530226,2.510029,0.0,3.62223,0.860105,4.868416,0.141185
Pmin_ref_seq_189,5.745682,5.301102,0.0,3.682149,5.266123,0.0,0.0
Pmin_ref_seq_190,4.120086,2.19483,0.0,0.0,0.329362,0.0,0.0
Pmin_ref_seq_191,31.549025,70.611706,0.0,11.282288,48.74064,0.0,0.0
Pmin_ref_seq_192,1.756815,2.354215,0.155259,4.039204,2.288551,7.627757,0.260435
Pmin_ref_seq_193,0.189228,0.035639,0.434663,4.126835,1.567069,3.183448,0.440489
Pmin_ref_seq_194,2.949502,1.114061,8.732906,0.94295,0.895131,10.212592,1.745772
Pmin_ref_seq_195,1.996767,6.407587,0.0,2.596625,1.180924,0.0,0.0
Pmin_ref_seq_196,6.460798,0.0,0.0,0.0,4.53429,0.0,0.0
Pmin_ref_seq_197,1.210809,0.919042,4.394443,0.620594,0.914418,1.065621,1.420547
Pmin_ref_seq_198,1.123346,2.117528,0.0,3.09461,2.510839,0.0,0.0
Pmin_ref_seq_199,2.235829,1.701153,0.0,1.364051,3.203529,0.0,0.0
Pmin_ref_seq_200,2.897491,1.729848,0.0,1.631948,2.266524,0.0,0.0
Pmin_ref_seq_201,0.0,0.0,0.689285,1.600427,0.427166,7.065231,0.560814
Pmin_ref_seq_202,2.436191,1.602552,2.293829,2.350637,1.955446,3.005969,1.47842
Pmin_ref_seq_203,31.018645,20.811913,0.0,27.312965,25.7046,35.738958,0.0
Pmin_ref_seq_204,0.140686,2.111666,0.0,1.085532,0.700234,4.13291,0.0
Pmin_ref_seq_205,2.590063,4.080756,0.0,1.771152,5.213981,0.0,0.0
Pmin_ref_seq_206,4.818645,2.910418,2.664016,4.678402,3.604352,11.0606,2.146069
Pmin_ref_seq_207,3.950795,1.555534,0.0,0.050721,0.916892,0.0,0.0
Pmin_ref_seq_208,0.186942,2.672442,22.369057,0.918038,0.345065,3.832577,2.391551
Pmin_ref_seq_209,4.081821,4.139822,0.0,0.781253,4.146064,0.0,0.0
Pmin_ref_seq_210,10.93327,9.452924,0.0,4.637147,9.358112,0.0,0.0
Pmin_ref_seq_211,0.0,4.240767,3.134119,2.094749,0.128662,30.396942,1.590363
Pmin_ref_seq_212,1.717019,1.788263,0.0,2.316119,1.274602,0.0,0.0
Pmin_ref_seq_213,22.912298,2.258679,0.0,29.052595,23.628116,0.0,0.0
Pmin_ref_seq_214,0.700294,0.320233,1.275963,6.113477,0.231517,1.47758,0.307767
Pmin_ref_seq_215,71.54116,49.113645,0.0,36.6463,86.214347,0.0,0.0
Pmin_ref_seq_216,0.597332,0.0,0.0,0.450032,6.107576,0.0,0.0
Pmin_ref_seq_217,6.220843,5.627349,2.343245,6.963535,4.856151,12.489133,7.418675
Pmin_ref_seq_218,12.555246,2.346324,0.0,11.463735,0.185456,0.013745,0.0
Pmin_ref_seq_219,5.609108,8.667173,0.0,6.646121,8.786522,0.0,0.0
Pmin_ref_seq_220,0.921311,1.948084,0.296531,2.057358,1.714188,8.344133,0.065532
Pmin_ref_seq_221,4.965625,14.304626,0.0,5.759641,8.576207,0.0,0.0
Pmin_ref_seq_222,3.758591,1.526308,0.0,0.925601,1.184652,0.922994,0.253399
Pmin_ref_seq_223,6.47751,0.0,0.0,0.0,1.316545,0.0,0.0
Pmin_ref_seq_224,0.0,2.757384,0.0,2.910739,6.018143,0.0,0.0
Pmin_ref_seq_225,4.541563,2.30843,0.0,2.284456,2.45965,0.0,0.0
Pmin_ref_seq_226,0.0,2.285313,0.18862,1.776172,1.027953,0.192575,0.0
Pmin_ref_seq_227,15.344581,0.790747,131.492279,1.580116,4.04567,2.579928,70.198957
Pmin_ref_seq_228,18.539015,1.451834,0.0,21.203732,181.252157,0.0,0.0
Pmin_ref_seq_229,2.032949,3.165449,3.606074,5.792525,2.12771,4.668938,3.19893
Pmin_ref_seq_230,0.0,0.278969,2.097962,0.921642,0.090442,4.044897,0.72691
Pmin_ref_seq_231,1.373286,2.013207,0.065469,2.909905,2.559147,3.61351,0.0
Pmin_ref_seq_232,178.761205,111.495513,0.0,132.66462,240.614706,0.0,0.0
Pmin_ref_seq_233,3.797849,4.888519,0.599162,4.621785,3.630761,5.236242,0.624264
Pmin_ref_seq_234,0.412372,0.238354,0.0,1.307106,10.977007,0.0,0.0
Pmin_ref_seq_235,10.11918,7.217729,0.0,6.910015,6.24058,0.0,0.0
Pmin_ref_seq_236,4.792047,4.763484,0.203633,7.963691,3.045665,7.171975,1.653157
Pmin_ref_seq_237,3.169283,0.953163,0.0,1.894773,1.914404,0.0,0.0
Pmin_ref_seq_238,5.839407,2.079647,0.0,3.045122,5.209277,0.0,0.0
Pmin_ref_seq_239,0.334202,1.351538,0.553358,3.517821,0.891824,0.545779,1.712135
Pmin_ref_seq_240,3.446669,1.202268,0.0,2.208888,80.486386,0.0,0.0
Pmin_ref_seq_241,1.666388,1.532632,0.0,3.951863,0.297506,2.434599,0.51123
Pmin_ref_seq_242,18.555433,17.446688,10.386813,25.556292,12.715616,24.750761,13.270393
Pmin_ref_seq_243,1.672194,5.682478,0.0,2.830725,5.707317,1.819752,0.0
Pmin_ref_seq_244,7.112148,3.522726,0.0,4.671744,11.802456,0.383873,0.0
Pmin_ref_seq_245,8.542225,8.053818,3.947039,15.451011,7.992957,17.899025,5.211629
Pmin_ref_seq_246,4.771252,1.605822,0.0,0.719548,1.468398,0.0,0.0
Pmin_ref_seq_247,148.554956,166.845401,8.561602,147.179453,109.178859,245.964439,0.7038
Pmin_ref_seq_248,14.916154,18.443241,16.484818,24.405589,19.810505,52.585689,17.451189
Pmin_ref_seq_249,0.78552,0.0,1.755516,0.77544,0.532837,2.996065,1.414695
Pmin_ref_seq_250,0.0,0.944147,3.838247,0.80242,0.452085,1.132306,0.0
Pmin_ref_seq_251,51.948373,45.738194,19.888383,55.713895,31.927435,48.359315,26.321259
Pmin_ref_seq_252,2.713967,3.940718,1.642106,6.626488,4.283981,4.437869,1.502034
Pmin_ref_seq_253,1.996753,0.874756,0.412583,0.956614,0.0,3.974672,0.852685
Pmin_ref_seq_254,1564.309465,135.864702,0.0,521.217697,1254.366493,0.0,0.0
Pmin_ref_seq_255,0.623955,0.87234,1.310599,1.828568,1.35356,4.406195,1.429631
Pmin_ref_seq_256,5.501103,6.810154,0.0,8.09906,11.206971,0.0,0.0
Pmin_ref_seq_257,5.331155,4.667341,0.0,1.872264,0.485251,6.209273,1.625938
Pmin_ref_seq_258,1.894156,0.619171,1.1836,2.846705,1.065672,2.902321,1.063645
Pmin_ref_seq_259,40.547229,43.815917,0.0,10.446268,12.634327,28.566126,1.245176
Pmin_ref_seq_260,1.552885,1.003018,1.371552,2.290829,3.066102,1.641632,0.0
Pmin_ref_seq_261,0.026281,0.174194,16.247099,0.0,0.0,0.027295,9.35064
Pmin_ref_seq_262,5.286694,0.442159,2.863352,2.905755,2.696204,1.269603,0.947879
Pmin_ref_seq_263,2.081146,1.471732,0.0,1.79585,4.973762,0.0,0.0
Pmin_ref_seq_264,80.745555,277.384969,0.0,296.485431,450.56686,0.0,0.0
Pmin_ref_seq_265,10.148049,12.569102,1.475499,19.488664,9.376199,16.629012,3.412653
Pmin_ref_seq_266,0.041885,0.0,3.141995,4.104487,3.002971,0.0,3.297166
Pmin_ref_seq_267,9.430761,0.286741,0.0,3.786961,4.909223,0.0,0.0
Pmin_ref_seq_268,0.077379,2.073998,0.0,3.284319,0.427911,4.121483,0.0
Pmin_ref_seq_269,6.251445,5.070591,0.0,4.481202,9.213899,0.0,0.0
Pmin_ref_seq_270,2.805122,2.546775,2.575179,5.422508,2.24386,4.20054,0.934
Pmin_ref_seq_271,3.148448,0.027773,1.652056,13.566576,4.209077,16.87532,66.199603
Pmin_ref_seq_272,31.974543,19.132784,0.0,10.701098,26.219928,0.0,0.0
Pmin_ref_seq_273,4.700212,11.528471,0.0,7.9574,3.37079,11.934954,0.0
Pmin_ref_seq_274,25.293334,24.777944,0.0,15.21882,30.706835,0.0,0.0
Pmin_ref_seq_275,2.337883,3.290446,1.950291,2.098438,1.017817,1.959379,2.419737
Pmin_ref_seq_276,2.132635,1.609211,0.789583,1.221518,0.622085,5.109766,0.856853
Pmin_ref_seq_277,0.0,2.917005,2.835789,0.0,0.0,1.199881,0.432037
Pmin_ref_seq_278,16.04194,11.265117,0.0,21.219378,3.180812,71.467945,1.691356
Pmin_ref_seq_279,23.731112,14.492622,0.0,17.965671,30.890016,0.0,0.0
Pmin_ref_seq_280,0.0,0.0,0.0,0.672367,6.831126,0.0,0.0
Pmin_ref_seq_281,5.710927,3.536599,0.0,2.677279,3.458032,0.018048,0.0
Pmin_ref_seq_282,8.691129,0.869639,0.09658,16.580343,22.677088,44.636057,15.510694
Pmin_ref_seq_283,8.851429,3.208206,0.0,9.902647,5.584448,0.0,0.0
Pmin_ref_seq_284,4.317667,3.347333,0.0,2.346901,1.009603,1.70808,0.036595
Pmin_ref_seq_285,0.0,0.0,6.67069,0.325238,0.088848,0.0,0.0
Pmin_ref_seq_286,5.184197,3.699515,0.0,10.046749,5.7345,14.599414,0.835428
Pmin_ref_seq_287,2.259546,3.192843,0.0,2.053663,4.124668,0.0,0.0
Pmin_ref_seq_288,8.304153,4.206467,3.456788,11.76416,6.412082,15.790484,4.281657
Pmin_ref_seq_289,5.526974,11.45304,9.383927,5.751629,5.282371,4.831076,12.559847
Pmin_ref_seq_290,2.992268,2.681402,1.626286,3.516066,2.761822,1.788024,1.792514
Pmin_ref_seq_291,3.457026,1.397949,1.914593,2.584785,0.438535,11.594556,0.748654
Pmin_ref_seq_292,0.0,3.354926,0.0,6.881812,2.562596,0.0,0.0
Pmin_ref_seq_293,23.358459,14.422089,0.0,12.58534,18.493454,0.0,0.0
Pmin_ref_seq_294,2.972647,5.565205,2.455248,3.518041,2.901213,5.851337,1.692831
Pmin_ref_seq_295,5.670431,3.054097,0.0,3.19783,3.810631,0.0,0.0
Pmin_ref_seq_296,14.888278,19.424761,0.0,18.213557,40.393179,0.009153,0.0
Pmin_ref_seq_297,0.0,1.872566,48.685127,2.265078,0.168879,5.661188,175.209797
Pmin_ref_seq_298,1.141309,0.947033,1.719976,1.541758,0.938593,2.377838,0.533863
Pmin_ref_seq_299,168.756297,5.572377,0.0,1.637258,63.527009,0.0,0.0
Pmin_ref_seq_300,10.478844,9.122856,1.468991,16.246728,7.030013,13.40216,2.578487
Pmin_ref_seq_301,2.688934,6.797101,0.0,0.0,4.755215,0.0,0.0
Pmin_ref_seq_302,1.773882,3.056004,0.388285,2.022472,0.247794,2.346821,0.716739
