"GeneIDs"	"GL_LPV"	"Corr. GL_LPV"	"Healthy_fem"	"Infected_fem"
"Pmin_ref_seq_6065"	37.3870938592193	35.9024675562911	1	-1
"Pmin_ref_seq_2945"	37.3753689147062	35.8920687028293	1	-1
"Pmin_ref_seq_412"	37.2912285626587	35.8092504050202	-1	1
"Pmin_ref_seq_5488"	37.2192268400479	35.7385667243373	-1	1
"Pmin_ref_seq_8155"	36.9543153325311	35.4749692707183	-1	0
"Pmin_ref_seq_9751"	36.7987086742587	35.3206727023743	1	-1
"Pmin_ref_seq_9832"	36.4068558449711	34.930126022889	-1	1
"Pmin_ref_seq_5264"	36.3560700706132	34.8806424818363	1	-1
"Pmin_ref_seq_27"	36.2892645218493	34.8151352732977	-1	1
"Pmin_ref_seq_1224"	35.6900874343647	34.2172526561661	-1	1
"Pmin_ref_seq_3936"	35.5026872607718	34.0311431060546	1	-1
"Pmin_ref_seq_5064"	35.3461750507844	33.8759176954736	1	-1
"Pmin_ref_seq_8808"	35.3391935071588	33.8702191497733	1	-1
"Pmin_ref_seq_7130"	35.224352501426	33.7566573628797	-1	1
"Pmin_ref_seq_9716"	35.0554786021049	33.5890589255089	1	-1
"Pmin_ref_seq_4678"	35.0314034333412	33.5662554838088	1	-1
"Pmin_ref_seq_3819"	34.7588175535307	33.294937617985	-1	1
"Pmin_ref_seq_178"	34.6506503692046	33.1880347561876	-1	1
"Pmin_ref_seq_131"	34.6242347676622	33.162879807147	1	-1
"Pmin_ref_seq_1238"	34.5557509013858	33.0956529445901	-1	1
"Pmin_ref_seq_5823"	34.4051031404258	32.9462585596282	-1	NA
"Pmin_ref_seq_1984"	34.3934718494755	32.9358770378336	1	-1
"Pmin_ref_seq_9893"	34.1827256277208	32.7263769990915	-1	1
"Pmin_ref_seq_9833"	33.9955278950858	32.5404218838476	-1	1
"Pmin_ref_seq_5971"	33.7953340801132	32.3414671409905	-1	1
"Pmin_ref_seq_3615"	33.6897035529425	32.2370721608322	1	-1
"Pmin_ref_seq_9665"	33.2279299892326	31.7765306390319	1	-1
"Pmin_ref_seq_5678"	33.2041768171645	31.7540060236018	-1	1
"Pmin_ref_seq_5263"	33.0248204755986	31.5758747730652	-1	1
"Pmin_ref_seq_6011"	32.9491793332092	31.5014552755936	1	-1
"Pmin_ref_seq_2594"	32.8900216177067	31.4435157782304	1	-1
"Pmin_ref_seq_7915"	32.8088182676593	31.3635272387147	-1	1
"Pmin_ref_seq_9442"	32.719177496212	31.2750978892019	-1	1
"Pmin_ref_seq_2475"	32.5895753409002	31.146703786079	-1	1
"Pmin_ref_seq_3847"	32.4014919294829	30.9598250758	-1	1
"Pmin_ref_seq_7"	32.3169152825192	30.8764497974639	-1	1
"Pmin_ref_seq_4239"	31.8225866265021	30.3833191959497	-1	1
"Pmin_ref_seq_7417"	31.8041363595099	30.3660636875704	-1	1
"Pmin_ref_seq_7788"	31.7146681846592	30.2777869935272	1	-1
"Pmin_ref_seq_421"	31.6899712339067	30.2542782637126	1	-1
"Pmin_ref_seq_779"	31.6664465878866	30.2319385965502	1	-1
"Pmin_ref_seq_7494"	31.2918848812521	29.8585586443371	-1	1
"Pmin_ref_seq_5302"	31.2515657585429	29.8194180691134	1	-1
"Pmin_ref_seq_1611"	31.2063095132223	29.7753371817008	-1	1
"Pmin_ref_seq_2591"	30.9568945343412	29.5270943883678	0	NA
"Pmin_ref_seq_9105"	30.8018297481988	29.3731986324922	-1	1
"Pmin_ref_seq_5939"	30.4727969059146	29.0453316821348	-1	1
"Pmin_ref_seq_1642"	30.4370052452362	29.0107027918482	1	-1
"Pmin_ref_seq_1627"	30.398242272159	28.9730994842983	-1	1
"Pmin_ref_seq_9740"	30.1586041811902	28.7346179705293	-1	1
"Pmin_ref_seq_1519"	30.1069773353141	28.6841446299314	-1	1
"Pmin_ref_seq_6767"	29.9895185972833	28.567836341532	-1	1
"Pmin_ref_seq_6348"	29.7724534999035	28.3519186542831	-1	0
"Pmin_ref_seq_2981"	29.7679416107031	28.3485511517314	1	-1
"Pmin_ref_seq_328"	29.6388792183465	28.2206301384336	-1	0
"Pmin_ref_seq_5405"	29.5325668306709	28.1154561379941	-1	1
"Pmin_ref_seq_9841"	29.5182649669733	28.1022896853534	-1	1
"Pmin_ref_seq_9961"	29.4660088391252	28.0511660079043	-1	1
