"GeneIDs"	"GL_LPV"	"Corr. GL_LPV"	"Healthy_male"	"Infected_male"
"Pmin_ref_seq_3723"	52.3052982136351	51.0068278751917	-1	1
"Pmin_ref_seq_6625"	51.9500028390478	50.6549793002991	-1	1
"Pmin_ref_seq_6876"	51.8358366735752	50.54167057732	-1	1
"Pmin_ref_seq_7375"	51.6473233798186	50.354013036514	-1	1
"Pmin_ref_seq_1782"	51.4352902583125	50.1445371028588	-1	1
"Pmin_ref_seq_1302"	51.1688840306939	49.8789799360812	-1	1
"Pmin_ref_seq_7932"	51.0579746222883	49.770607795741	-1	1
"Pmin_ref_seq_3847"	50.9707692332469	49.6842448792856	-1	1
"Pmin_ref_seq_3308"	50.3403454544679	49.0555011586247	-1	1
"Pmin_ref_seq_1797"	50.1690868208985	48.8850801231584	-1	1
"Pmin_ref_seq_9442"	49.4956064609522	48.214102908366	-1	1
"Pmin_ref_seq_4512"	49.4336564853678	48.1529841186466	-1	1
"Pmin_ref_seq_8086"	48.8952816797751	47.6170933683403	-1	1
"Pmin_ref_seq_3230"	48.6674717062283	47.3901082658523	-1	1
"Pmin_ref_seq_8008"	48.0740346972368	46.7983163136835	-1	1
"Pmin_ref_seq_8156"	48.0743379758907	46.7983163136835	-1	1
"Pmin_ref_seq_5888"	48.071564811225	46.7966666252373	-1	1
"Pmin_ref_seq_2655"	47.8194650260592	46.5453854915522	-1	1
"Pmin_ref_seq_7873"	47.7030594690985	46.4297970458051	-1	1
"Pmin_ref_seq_2087"	47.048468145007	45.776835346447	-1	1
"Pmin_ref_seq_2644"	46.8827256518049	45.6119053782377	-1	1
"Pmin_ref_seq_215"	46.7107546349085	45.4423628549864	-1	1
"Pmin_ref_seq_6316"	46.2974724870562	45.0314956965743	-1	1
"Pmin_ref_seq_7642"	46.265281265593	45.0009070395933	-1	1
"Pmin_ref_seq_7510"	46.1574764022606	44.8939012463703	-1	1
"Pmin_ref_seq_374"	46.0309070755219	44.7681295222101	-1	1
"Pmin_ref_seq_2751"	45.7865299543399	44.5277185882456	-1	1
"Pmin_ref_seq_1631"	45.0359593955674	43.781860131561	-1	1
"Pmin_ref_seq_7991"	44.9212498471888	43.667930986774	-1	1
"Pmin_ref_seq_3078"	44.7602008512513	43.5076609946004	-1	1
"Pmin_ref_seq_7518"	44.5340902299159	43.2823279822138	-1	1
"Pmin_ref_seq_7934"	44.5164071047074	43.2654210761251	-1	1
"Pmin_ref_seq_9030"	44.2973654370151	43.0479276969957	-1	1
"Pmin_ref_seq_5544"	44.2624502437472	43.01378458301	-1	1
"Pmin_ref_seq_3255"	43.8287056163464	42.5823479919462	-1	1
"Pmin_ref_seq_349"	43.2655474320637	42.0237694052682	-1	1
"Pmin_ref_seq_629"	43.2534198152845	42.0124003816634	-1	1
"Pmin_ref_seq_240"	43.2292864244868	41.9890242612963	-1	1
"Pmin_ref_seq_698"	43.1866654424998	41.9471592316009	-1	1
"Pmin_ref_seq_4187"	42.7087876162954	41.4722921244343	-1	1
"Pmin_ref_seq_9534"	42.6392752543188	41.4035291922933	-1	1
"Pmin_ref_seq_6033"	42.4257897730389	41.1922842722094	-1	1
"Pmin_ref_seq_4439"	42.0297574702923	40.7984810307219	-1	1
"Pmin_ref_seq_7542"	41.827664871099	40.5978681415866	-1	1
"Pmin_ref_seq_9740"	41.2541607198753	40.0280413576511	0	1
"Pmin_ref_seq_3388"	41.1000990362655	39.8754419464055	-1	1
"Pmin_ref_seq_7579"	41.0909086672529	39.8669808714046	-1	1
"Pmin_ref_seq_9526"	40.8741468928435	39.6509471683844	-1	1
"Pmin_ref_seq_1393"	40.8233308224506	39.6008579508505	-1	1
"Pmin_ref_seq_7333"	40.5857591452252	39.364011912026	-1	1
"Pmin_ref_seq_9551"	39.9452710693451	38.7278523884091	-1	1
"Pmin_ref_seq_1687"	39.8998820692332	38.68389670472	-1	1
"Pmin_ref_seq_2396"	39.8344851206884	38.6192146443727	-1	1
"Pmin_ref_seq_1469"	39.6125131926266	38.3993803472806	-1	1
"Pmin_ref_seq_2141"	39.5521507043678	38.3397280709249	-1	1
"Pmin_ref_seq_5999"	39.3015268028088	38.0898132217388	-1	1
"Pmin_ref_seq_5207"	39.2214524348119	38.0104467503646	-1	1
"Pmin_ref_seq_5084"	39.1916333695601	37.981334429747	-1	1
"Pmin_ref_seq_1550"	39.0881746929808	37.8785813495568	-1	1
"Pmin_ref_seq_5126"	38.5496621139796	37.3428797478893	-1	1
"Pmin_ref_seq_5093"	37.410908830756	36.2083091083779	-1	1
"Pmin_ref_seq_3940"	37.2804861968253	36.079271784974	-1	1
"Pmin_ref_seq_484"	36.8706133997889	35.6721564224828	-1	1
"Pmin_ref_seq_3618"	36.6031169089156	35.4053465633445	-1	1
"Pmin_ref_seq_6110"	36.3494630552587	35.1544284320055	-1	1
"Pmin_ref_seq_9490"	36.2625038931451	35.068830695715	-1	1
"Pmin_ref_seq_7015"	35.9758289706023	34.7828348889977	-1	1
"Pmin_ref_seq_4528"	35.1917539286709	34.0021395877176	-1	1
"Pmin_ref_seq_4605"	34.9417830878861	33.7528415502927	-1	1
"Pmin_ref_seq_3673"	34.9232456873379	33.7349759124181	-1	1
"Pmin_ref_seq_3024"	34.7727868917921	33.5858575330039	-1	1
"Pmin_ref_seq_1807"	34.7570801697201	33.5708194707745	-1	1
"Pmin_ref_seq_9916"	34.7035014952516	33.5185750353951	-1	1
"Pmin_ref_seq_630"	34.6875832285152	33.5033223542017	-1	1
"Pmin_ref_seq_7429"	34.273904225734	33.0909714701373	-1	1
"Pmin_ref_seq_7916"	34.248765026868	33.0664948106552	-1	1
"Pmin_ref_seq_4336"	34.0838171287775	32.9022084427488	-1	1
"Pmin_ref_seq_2609"	34.0139105369361	32.8342804168895	-1	1
"Pmin_ref_seq_9838"	33.9300927728634	32.7511201767605	-1	1
"Pmin_ref_seq_7102"	33.9099499068418	32.7316338406931	-1	1
"Pmin_ref_seq_9221"	33.8384405610409	32.6607800338572	-1	1
"Pmin_ref_seq_7012"	33.8151589403176	32.6381529640972	-1	1
"Pmin_ref_seq_7298"	33.6168754202972	32.4405230100118	-1	1
"Pmin_ref_seq_7092"	33.5671827029786	32.3914828765604	-1	1
"Pmin_ref_seq_9508"	33.5379104449207	32.3628622232487	-1	1
"Pmin_ref_seq_1418"	33.5350148655214	32.3606172724084	-1	1
"Pmin_ref_seq_2013"	33.5100982843111	32.3363503464904	-1	1
"Pmin_ref_seq_4965"	33.5036518507948	32.3305525979072	-1	1
"Pmin_ref_seq_3331"	33.220690137019	32.0482386015995	-1	1
"Pmin_ref_seq_5543"	33.0143902246625	31.8425854421278	-1	1
"Pmin_ref_seq_9888"	32.8522211528543	31.6810621614898	-1	1
"Pmin_ref_seq_3397"	32.7646407190476	31.5941265599944	-1	1
"Pmin_ref_seq_2290"	32.5136238199283	31.3443964602814	-1	1
"Pmin_ref_seq_5236"	32.4533232595185	31.2853788977971	-1	1
"Pmin_ref_seq_7442"	32.4423540307666	31.2750497494587	0	1
"Pmin_ref_seq_7073"	32.2613826713892	31.0953557277135	-1	1
"Pmin_ref_seq_1602"	32.0923775679097	30.9276242160028	-1	1
"Pmin_ref_seq_2058"	32.0325568265863	30.8697068867045	-1	1
"Pmin_ref_seq_7425"	31.7780114964119	30.617056662731	-1	1
"Pmin_ref_seq_3870"	31.7656231129872	30.605298148136	-1	1
"Pmin_ref_seq_3921"	31.7617938039543	30.60209779574	-1	1
"Pmin_ref_seq_4929"	31.594465282815	30.4360244618383	-1	1
"Pmin_ref_seq_5656"	31.521659777361	30.3638451922273	-1	1
"Pmin_ref_seq_1519"	31.4169597327571	30.2603949167792	-1	1
"Pmin_ref_seq_9856"	31.35960983879	30.2049129589472	-1	1
"Pmin_ref_seq_2216"	31.1436811232384	29.9908441797797	-1	1
"Pmin_ref_seq_1117"	31.1134842670455	29.9612655364769	-1	1
"Pmin_ref_seq_4079"	31.085613141656	29.9340117452096	-1	1
"Pmin_ref_seq_2002"	31.0766864464259	29.9257015078288	-1	1
