"GeneIDs"	"GL_LPV"	"Corr. GL_LPV"	"Infected_fem"	"Infected_male"
"Pmin_ref_seq_5137"	27.8893997323723	26.3481075735178	-1	1
"Pmin_ref_seq_9964"	27.8672323881544	26.3274508203252	NA	-1
"Pmin_ref_seq_8925"	27.8450606201059	26.3067844072739	0	-1
"Pmin_ref_seq_2589"	27.6885824441944	26.1518063865048	0	-1
"Pmin_ref_seq_5660"	27.4366040185141	25.9013229519115	-1	1
"Pmin_ref_seq_5370"	27.3380813603401	25.8042901562	0	0
"Pmin_ref_seq_3340"	27.3174484845575	25.7851420493231	1	-1
"Pmin_ref_seq_5888"	27.2845263071669	25.7536995819906	-1	1
"Pmin_ref_seq_3308"	27.2179766752865	25.6886246356762	NA	NA
"Pmin_ref_seq_6047"	26.9588040968345	25.430921752305	NA	0
"Pmin_ref_seq_784"	26.8680597484959	25.3416421422247	0	-1
"Pmin_ref_seq_2900"	26.795923053444	25.2709652619318	-1	1
"Pmin_ref_seq_3729"	26.7681318597777	25.2446289925137	0	NA
"Pmin_ref_seq_9916"	26.5695866980843	25.0475338972155	-1	1
"Pmin_ref_seq_6710"	26.4557463895365	24.9351388295418	-1	1
"Pmin_ref_seq_5092"	26.3731170356758	24.8539499230445	-1	0
"Pmin_ref_seq_5946"	26.370928057463	24.8531966303768	1	0
"Pmin_ref_seq_9954"	26.3346917462836	24.8183912743039	-1	1
"Pmin_ref_seq_3300"	26.2101380537376	24.6952638374959	-1	1
"Pmin_ref_seq_3618"	26.1605480938186	24.6470954647117	0	0
"Pmin_ref_seq_5354"	26.1121116583154	24.6000759782041	-1	1
"Pmin_ref_seq_3397"	26.0600161218969	24.5493927828089	-1	1
"Pmin_ref_seq_5090"	25.771138019394	24.2619224432304	0	0
"Pmin_ref_seq_2655"	25.4795556929529	23.9717433311987	-1	1
"Pmin_ref_seq_1595"	25.4102511642827	23.903837497721	-1	1
"Pmin_ref_seq_5405"	25.3830090181519	23.8779895565819	1	-1
"Pmin_ref_seq_349"	25.3142889139336	23.8106591958916	-1	1
"Pmin_ref_seq_6443"	25.2987866634764	23.7965422559611	1	0
"Pmin_ref_seq_4041"	25.2161962234161	23.7153327216172	0	0
"Pmin_ref_seq_8948"	24.9485711281602	23.4490841551901	-1	1
"Pmin_ref_seq_9534"	24.9324153853333	23.4343005919625	-1	1
"Pmin_ref_seq_6972"	24.3626598137794	22.8659128781754	0	0
"Pmin_ref_seq_3470"	24.1248008921369	22.6294175196056	-1	0
"Pmin_ref_seq_4172"	24.1090073838197	22.6149833065511	0	0
"Pmin_ref_seq_7949"	23.8256477106626	22.332978687479	-1	0
"Pmin_ref_seq_4802"	23.6792139076885	22.1878957237958	-1	0
"Pmin_ref_seq_4678"	23.6149822604306	22.1250107271732	0	0
"Pmin_ref_seq_7526"	23.5309760879848	22.042347042603	NA	NA
"Pmin_ref_seq_4060"	23.3564569644508	21.8691662698412	0	NA
"Pmin_ref_seq_3078"	23.2343625423066	21.7484060867861	-1	1
"Pmin_ref_seq_5323"	23.130003155142	21.6453768522138	-1	1
"Pmin_ref_seq_7302"	23.0951920159334	21.6118918040566	-1	1
"Pmin_ref_seq_1689"	23.0534999867356	21.5715218290971	-1	0
"Pmin_ref_seq_9857"	22.8253154028693	21.3446552871587	-1	1
"Pmin_ref_seq_6226"	22.7868758488008	21.307529786988	-1	0
"Pmin_ref_seq_5918"	22.7831748176554	21.3051388457709	-1	0
"Pmin_ref_seq_1863"	22.7655930334089	21.2888632113267	1	-1
"Pmin_ref_seq_1548"	22.7102162989009	21.234788710124	0	0
"Pmin_ref_seq_8187"	22.6708817018981	21.1967524533464	0	NA
"Pmin_ref_seq_7719"	22.6370954751582	21.1642606969596	0	-1
"Pmin_ref_seq_8003"	22.5733930240177	21.1018488693005	-1	0
"Pmin_ref_seq_4721"	22.380606450281	20.9103490949701	-1	1
"Pmin_ref_seq_7947"	22.3087131235756	20.8397387661902	-1	0
"Pmin_ref_seq_2013"	22.2897745844203	20.8220794458741	-1	0
"Pmin_ref_seq_4664"	22.2643401990934	20.7979205224974	-1	0
"Pmin_ref_seq_3601"	22.2284119442895	20.7632639947572	-1	1
"Pmin_ref_seq_5089"	22.1376020347828	20.6737220992371	1	-1
"Pmin_ref_seq_2751"	21.9898434285665	20.5272278155496	-1	1
"Pmin_ref_seq_9876"	21.6418233282849	20.1804683677696	0	NA
"Pmin_ref_seq_6852"	21.505641123395	20.0455431665993	-1	0
"Pmin_ref_seq_2087"	21.4840749255962	20.0252303447986	-1	NA
"Pmin_ref_seq_102"	21.4114144091882	19.9538195975463	0	0
"Pmin_ref_seq_8078"	21.3644989437605	19.9081503151312	0	0
"Pmin_ref_seq_5795"	21.3474198020457	19.8923137908075	0	NA
"Pmin_ref_seq_6647"	21.3240709085313	19.8702039694086	-1	0
"Pmin_ref_seq_125"	21.2999651591114	19.8473337670011	-1	1
"Pmin_ref_seq_5718"	21.1975002332825	19.7467050748183	1	-1
"Pmin_ref_seq_9828"	21.196875868381	19.7467050748183	-1	0
"Pmin_ref_seq_4440"	21.1628940255626	19.7139483230292	-1	1
"Pmin_ref_seq_7375"	21.0529334543372	19.6052093967216	-1	1
"Pmin_ref_seq_9490"	21.0237166637965	19.5772108243202	-1	0
"Pmin_ref_seq_3240"	20.9748913221424	19.5296002931978	0	NA
"Pmin_ref_seq_5526"	20.9426427439389	19.4985631369288	1	-1
"Pmin_ref_seq_7250"	20.8519681112711	19.4090965564499	-1	1
"Pmin_ref_seq_4187"	20.7643310193939	19.3226641657111	-1	1
"Pmin_ref_seq_982"	20.7482135640361	19.3077480789807	-1	1
"Pmin_ref_seq_397"	20.7234237974211	19.2841563668687	-1	1
"Pmin_ref_seq_8021"	20.6778972713061	19.2398245993666	-1	1
"Pmin_ref_seq_6756"	20.4586904850121	19.0218092938801	0	NA
"Pmin_ref_seq_9841"	20.4490481265162	19.0133551563221	-1	0
"Pmin_ref_seq_9688"	20.4263265321651	18.9918185408287	1	-1
"Pmin_ref_seq_9221"	20.4250677864492	18.9917415495342	-1	1
"Pmin_ref_seq_1427"	20.4075876599656	18.9754399705362	-1	1
"Pmin_ref_seq_8114"	20.3504225864772	18.9194502549558	-1	0
"Pmin_ref_seq_7345"	20.2963094776891	18.8665093317156	0	-1
"Pmin_ref_seq_6091"	20.2924909268765	18.8638598111699	0	NA
"Pmin_ref_seq_9553"	20.2640198318743	18.8365546080945	0	1
"Pmin_ref_seq_1602"	20.2179655923494	18.7916631389614	-1	1
"Pmin_ref_seq_5652"	20.1933542541833	18.7682114663225	-1	0
"Pmin_ref_seq_9436"	20.135310325959	18.7113241152982	-1	0
"Pmin_ref_seq_5875"	20.015262892989	18.5924301876063	0	0
"Pmin_ref_seq_9730"	20.0056175414394	18.5839352856881	1	-1
"Pmin_ref_seq_2480"	19.9562030082962	18.5356681626758	NA	0
"Pmin_ref_seq_3421"	19.8976147364164	18.4782242774448	-1	1
"Pmin_ref_seq_78"	19.8865864612351	18.4683373813222	-1	0
"Pmin_ref_seq_1228"	19.8642927441055	18.4483174624856	NA	0
